ID,Weight
SkuOFF_FR_1603,11
SkuOFF_FR_15058,29
OFF_FR_0902,23
SkuOFF_FR_1824,5
SkuOFF_FR_071,11
SkuOFF_FR_1818,5
SkuOFF_FR_1200,7
SkuPDT01591,37
PDT01862,26
SkuPDT02396,20
SkuPDT09589,5
SkuOFF_FR_9916,5
SkuOFF_FR_9748,5
SkuOFF_FR_9739,9
SkuOFF_FR_9721,5
OFF_FR_9555,7
SkuOFF_FR_15080,5
OFF_FR_9488,9
OFF_FR_9492,7
SkuOFF_FR_9402,13
SkuOFF_FR_9709,5
SkuOFF_FR_9378,6
SkuOFF_FR_9862,5
OFF_FR_10006,5
SkuOFF_FR_9342,5
OFF_FR_9609,5
OFF_FR_9785,22
SkuOFF_FR_1503,9
SkuOFF_FR_10070,5
SkuOFF_FR_9335,5
SkuOFF_FR_10092,9
SkuOFF_FR_9438,9
SkuOFF_FR_9590,5
SkuOFF_FR_9439,5
SkuOFF_FR_9644,5
SkuOFF_FR_15009,27
OFF_FR_1687,9
SkuOFF_FR_9319,5
SkuOFF_FR_10110,5
SkuOFF_FR_9630,5
SkuOFF_FR_9545,6
OFF_FR_9678,5
SkuOFF_FR_9671,5
SkuOFF_FR_9579,5
SkuOFF_FR_9750,5
OFF_FR_1100,16
SkuPDT01173,9
SkuOFF_FR_1746,11
SkuOFF_FR_1631,10
SkuPDT01988,19
SkuPDT345585,7
SkuPDT02523,9
SkuPDT05651,7
SkuOFF_FR_1500,5
SkuPDT345598,5
SkuPDT00287,5
SkuPDT02353,5
SkuPDT01051,8
SkuPDT01208,11
SkuOFF_FR_084,5
SkuPDT00370,5
SkuPDT221581,9
SkuPDT01890,9
SkuOFF_FR_088,6
SkuPDT02116,21
SkuPDT01609,13
SkuPDT02517,15
SkuOFF_FR_1662,9
PDT255583,11
SkuOFF_FR_1846,5
cms_000022,5
ViewOgoneFailure,7
C184010,39
SkuPDT02425,6
PDT02425,18
SkuOFF_FR_038,6
SkuOFF_FR_0719,7
SkuOFF_FR_15045,10
SkuPDT01383,40
SkuOFF_FR_452,8
SkuOFF_FR_1950,8
SkuOFF_FR_1421,74
OFF_FR_15055,18
SkuOFF_FR_15054,7
SkuPDT343580,38
SkuPDT92579,28
SkuPDT02246,98
SkuOFF_FR_10059,5
SkuPDT00920,5
PDT01572,5
SkuPDT00836,10
SkuPDT00839,7
SkuPDT01902,5
SkuPDT01837,5
SkuOFF_FR_1630,5
PDT02083,14
SkuOFF_FR_1605,34
SkuOFF_FR_0929,6
SkuPDT395590,9
SkuOFF_FR_0997,7
SkuPDT01911,5
PDT234589,7
SkuPDT234589,5
SkuOFF_FR_10058,5
SkuOFF_FR_1996,7
OFF_FR_0881,12
SkuPDT00712,34
SkuPDT01237,24
SkuPDT01638,47
SkuPDT01264,103
SkuOFF_FR_029,57
OFF_FR_9784,8
SkuPDT00737,15
SkuOFF_FR_1494,31
OFF_FR_300,32
C152510,37
SkuPDT00439,21
C151530,37
OFF_FR_1483,12
PDT00165,28
PDT01218,24
SkuOFF_FR_1191,21
PDT02567,12
PDT02568,31
PDT03612,15
PDT01826,33
SkuOFF_FR_074,22
OFF_FR_292,17
PDT01231,23
SkuPDT00457,76
SkuPDT01193,120
OFF_FR_1586,17
C118020,13
OFF_FR_15036,26
SkuOFF_FR_0950,82
OFF_FR_1559,20
C114041,5
OFF_FR_1206,30
SkuPDT02383,9
SkuPDT01258,48
OFF_FR_15093,11
C980208,8
C980206,13
OFF_FR_1446,16
OFF_FR_15116,15
OFF_FR_1869,17
SkuOFF_FR_1867,39
PDT00777,6
OFF_FR_1529,14
SkuOFF_FR_1651,24
C225510,7
PDT01605,12
OFF_FR_1826,13
OFF_FR_1827,12
OFF_FR_2028,12
PDT510582,21
OFF_FR_0917,23
SkuOFF_FR_2044,9
OFF_FR_2025,16
OFF_FR_10016,13
OFF_FR_9978,19
PDT163580,11
OFF_FR_9459,8
PDT01819,12
OFF_FR_1110,27
OFF_FR_9672,14
OFF_FR_9741,32
OFF_FR_9371,9
OFF_FR_9396,16
OFF_FR_9669,12
OFF_FR_9580,13
C201250,17
C201015,29
PDT02245,22
OFF_FR_9334,10
OFF_FR_1844,17
OFF_FR_1505,14
OFF_FR_9607,11
OFF_FR_10069,5
OFF_FR_9710,16
SkuOFF_FR_9828,13
PDT01415,18
PDT01784,19
OFF_FR_1230,14
OFF_FR_1224,30
OFF_FR_9980,16
SkuPDT01513,34
SkuOFF_FR_2001,19
OFF_FR_10122,14
C121117,26
C163030,41
OFF_FR_1969,19
OFF_FR_451,44
C163280,27
PDT398593,18
PDT01202,14
C163040,44
OFF_FR_1635,12
OFF_FR_1634,17
SkuOFF_FR_111,54
OFF_FR_1196,9
PDT00094,9
C212740,30
OFF_FR_2009,14
C212710,18
SkuPDT01068,19
SkuOFF_FR_364,12
OFF_FR_1905,9
OFF_FR_0968,10
PDT01890,14
OFF_FR_380,15
PDT01014,22
SkuPDT01181,20
PDT254583,17
PDT499605,14
PDT499607,21
SkuOFF_FR_201,18
OFF_FR_436,7
PDT01962,9
PDT02393,10
OFF_FR_0616,5
OFF_FR_1593,12
OFF_FR_1598,12
OFF_FR_9879,12
OFF_FR_9858,12
OFF_FR_274,14
OFF_FR_9400,10
OFF_FR_9357,11
OFF_FR_1791,16
PDT278581,24
OFF_FR_9938,7
OFF_FR_2002,14
OFF_FR_0610,11
PDT01064,13
PDT02352,16
PDT01359,15
PDT01429,14
OFF_FR_9562,21
OFF_FR_295,19
OFF_FR_9569,13
SkuPDT251580,7
C188030,15
C133010,24
SkuOFF_FR_432,79
OFF_FR_1948,32
PDT00752,10
PDT02302,9
PDT00946,21
SkuPDT02351,8
C195040,26
OFF_FR_1425,34
PDT01130,13
OFF_FR_9834,9
SkuPDT01301,9
OFF_FR_1708,15
PDT01918,22
PDT01916,19
C198010,34
OFF_FR_1996,10
C198020,14
OFF_FR_078,6
PDT00167,8
SkuOFF_FR_1013,4
SkuPDT351580,8
SkuPDT00333,16
PDT00519,30
SkuOFF_FR_100,7
OFF_FR_293,10
SkuOFF_FR_086,7
SkuPDT01652,5
SkuOFF_FR_207,11
OFF_FR_304,10
SkuPDT245580,17
SkuPDT263584,8
PDT02273,18
SkuPDT00990,8
SkuPDT00168,15
C156050,4
PDT00462,28
SkuPDT01466,46
OFF_FR_1052,14
SkuPDT00510,8
SkuPDT02238,15
SkuPDT00371,12
SkuPDT02366,21
SkuOFF_FR_1613,9
SkuPDT531590,19
SkuPDT00191,40
SkuPDT02222,22
SkuOFF_FR_1974,7
SkuPDT09596,4
SkuPDT00889,11
SkuPDT01501,10
OFF_FR_456,14
SkuOFF_FR_128,10
SkuOFF_FR_1260,4
SkuPDT00681,12
SkuPDT00666,10
SkuPDT01093,5
PDT220580,12
SkuOFF_FR_0909,7
SkuOFF_FR_9840,4
SkuOFF_FR_9842,4
SkuOFF_FR_9853,4
SkuOFF_FR_9848,4
OFF_FR_9515,8
C227510,14
SkuPDT00761,4
SkuOFF_FR_1524,4
OFF_FR_2017,9
OFF_FR_1852,10
SkuOFF_FR_2032,5
SkuOFF_FR_1081,4
SkuOFF_FR_1201,5
SkuOFF_FR_2043,5
SkuOFF_FR_9731,10
SkuOFF_FR_9520,8
SkuOFF_FR_9649,4
OFF_FR_1147,11
SkuPDT247587,6
PDT02196,9
SkuOFF_FR_178,28
OFF_FR_9456,8
SkuOFF_FR_9752,7
OFF_FR_9730,10
SkuOFF_FR_1233,8
SkuOFF_FR_9728,4
OFF_FR_9817,4
OFF_FR_9508,6
OFF_FR_10047,4
SkuOFF_FR_9810,4
OFF_FR_9809,4
SkuOFF_FR_9659,6
SkuOFF_FR_9555,7
SkuOFF_FR_9771,4
SkuOFF_FR_9718,8
SkuOFF_FR_10122,4
SkuOFF_FR_9966,6
SkuOFF_FR_9575,4
OFF_FR_9617,14
SkuOFF_FR_9806,8
SkuOFF_FR_9566,4
SkuOFF_FR_9596,7
OFF_FR_10085,8
SkuOFF_FR_9861,4
SkuOFF_FR_9383,4
SkuOFF_FR_9422,4
OFF_FR_15004,9
SkuOFF_FR_096,7
PDT02024,8
SkuPDT01395,48
PDT02371,6
PDT395582,4
SkuOFF_FR_9637,4
OFF_FR_9802,6
OFF_FR_9803,4
SkuOFF_FR_9805,4
SkuOFF_FR_9477,4
OFF_FR_9465,4
OFF_FR_10005,13
SkuOFF_FR_10004,8
SkuOFF_FR_10121,4
SkuOFF_FR_9700,4
SkuOFF_FR_9827,4
SkuOFF_FR_9384,5
SkuPDT01106,4
PDT01811,21
SkuPDT01815,4
SkuPDT00489,4
SkuOFF_FR_416,6
SkuPDT341585,4
SkuPDT02190,4
SkuPDT01810,18
PDT01810,24
SkuPDT01785,4
SkuOFF_FR_9638,4
SkuOFF_FR_9339,5
SkuOFF_FR_10038,4
SkuOFF_FR_9894,6
SkuOFF_FR_9547,5
OFF_FR_10125,4
SkuOFF_FR_9993,4
SkuOFF_FR_9577,4
SkuOFF_FR_9537,4
SkuOFF_FR_1961,9
SkuOFF_FR_0889,4
SkuOFF_FR_1098,8
SkuOFF_FR_1797,4
SkuOFF_FR_176,4
SkuPDT00089,4
SkuPDT02217,5
SkuOFF_FR_1893,8
SkuOFF_FR_1993,4
SkuPDT265580,14
SkuOFF_FR_1495,21
SkuPDT07576,4
OFF_FR_1632,13
SkuPDT216580,6
SkuOFF_FR_0852,14
SkuPDT397581,5
SkuOFF_FR_437,30
SkuOFF_FR_1764,12
SkuPDT398585,11
SkuPDT00871,12
PDT345582,14
SkuPDT345586,9
SkuPDT00891,16
SkuOFF_FR_0973,6
SkuPDT02464,4
OFF_FR_1773,9
SkuPDT02541,7
SkuOFF_FR_1159,4
SkuOFF_FR_1499,10
SkuOFF_FR_476,11
SkuPDT240583,6
PDT01020,4
SkuOFF_FR_1779,4
PDT01343,18
SkuOFF_FR_519,8
SkuOFF_FR_399,22
SkuPDT254581,6
SkuPDT00359,4
PDT254582,10
SkuPDT00870,15
PDT01058,13
SkuOFF_FR_1803,4
SkuPDT02120,5
SkuOFF_FR_356,12
SkuPDT01452,8
SkuOFF_FR_167,11
SkuPDT01220,7
SkuPDT02115,6
SkuPDT01677,4
SkuOFF_FR_0971,9
C198520,33
ViewCheckoutShippingReview,4
ViewHeaderViexAccountIdentification,6
OFF_FR_1155,7
SkuOFF_FR_1149,6
SkuOFF_FR_1157,4
SkuPDT529585,10
C9610,4
C9908,4
SkuPDT01478,13
SkuPDT00326,32
SkuOFF_FR_521,8
SkuPDT01482,13
SkuPDT01498,8
C136020,12
OFF_FR_1261,8
SkuPDT01622,9
SkuPDT01628,29
SkuPDT02129,13
SkuPDT01386,11
SkuOFF_FR_107,127
SkuPDT02473,14
SkuOFF_FR_1617,6
SkuPDT01388,69
SkuOFF_FR_1973,5
SkuPDT00211,10
SkuOFF_FR_1707,4
SkuPDT00685,28
SkuPDT00752,4
PDT10586,19
SkuPDT84578,7
SkuOFF_FR_1685,5
OFF_FR_9538,4
/stockagemanutentionsecurite/equipementsdeatelier/derouleursfilmetpapier/derouleurhorizontallargeur3050cm,4
PDT00136,15
SkuPDT00136,8
SkuOFF_FR_1006,5
SkuPDT00867,4
SkuOFF_FR_9664,4
SkuOFF_FR_1250,6
SkuOFF_FR_1246,4
SkuPDT01839,4
OFF_FR_1628,22
PDT00270,10
SkuOFF_FR_1625,4
SkuPDT01289,4
SkuPDT82578,8
SkuOFF_FR_1221,4
SkuOFF_FR_0988,4
SkuOFF_FR_0863,4
PDT00934,14
OFF_FR_189,7
PDT02311,17
SkuOFF_FR_9658,5
SkuOFF_FR_018,18
SkuPDT466580,11
PDT00380,21
SkuOFF_FR_0775,21
SkuOFF_FR_456,6
SkuOFF_FR_430,19
SkuOFF_FR_449,33
SkuPDT01447,6
C184020,31
SkuPDT01646,19
SkuPDT01390,50
C195060,29
OFF_FR_1627,8
PDT01151,20
OFF_FR_1012,18
OFF_FR_1484,24
PDT466585,16
PDT01607,25
OFF_FR_1213,12
SkuOFF_FR_2057,23
PDT00334,21
OFF_FR_0794,8
PDT00433,14
PDT00337,9
PDT01220,6
OFF_FR_1675,8
SkuOFF_FR_1579,28
OFF_FR_1597,10
OFF_FR_1562,9
PDT02209,15
PDT02153,28
PDT02184,6
SkuOFF_FR_185,23
C141030,10
C143760,10
C143720,8
ViewUserAskCatalogV2OpenCatalogPDF,4
C980209,8
C980210,6
OFF_FR_15119,17
OFF_FR_15113,12
SkuPDT00852,9
PDT00766,11
PDT00765,15
OFF_FR_0736,8
OFF_FR_9743,10
OFF_FR_9498,10
OFF_FR_10030,4
C226016,8
OFF_FR_15124,7
OFF_FR_15107,8
OFF_FR_15100,12
SkuOFF_FR_0900,17
OFF_FR_1639,17
OFF_FR_9927,11
OFF_FR_9523,11
OFF_FR_9365,12
OFF_FR_9671,16
PDT01818,8
OFF_FR_2000,9
OFF_FR_9388,8
OFF_FR_9631,12
OFF_FR_9957,8
OFF_FR_9968,9
OFF_FR_9616,13
OFF_FR_9698,20
OFF_FR_9971,12
OFF_FR_9321,10
OFF_FR_9948,14
OFF_FR_9947,14
OFF_FR_9777,8
OFF_FR_1144,14
OFF_FR_9732,8
PDT11578,10
OFF_FR_1794,15
OFF_FR_1426,8
OFF_FR_1428,9
OFF_FR_096,22
OFF_FR_1792,11
SkuPDT01394,10
PDT761611,14
OFF_FR_9332,15
OFF_FR_1140,10
OFF_FR_9441,9
OFF_FR_9467,11
OFF_FR_9586,4
OFF_FR_9660,15
OFF_FR_9338,7
OFF_FR_9827,17
OFF_FR_9394,14
OFF_FR_9684,15
OFF_FR_10048,12
OFF_FR_9940,10
OFF_FR_9863,8
OFF_FR_1122,9
OFF_FR_9308,9
OFF_FR_10087,9
OFF_FR_497,15
OFF_FR_15006,11
OFF_FR_10049,7
PDT358581,17
OFF_FR_9476,11
SkuPDT01214,14
SkuOFF_FR_0925,25
SkuPDT176580,46
SkuOFF_FR_0954,9
SkuOFF_FR_125,27
SkuPDT25575,16
OFF_FR_15063,12
SkuPDT00447,20
PDT00447,21
OFF_FR_1752,10
OFF_FR_1633,8
OFF_FR_1745,9
SkuPDT05595,21
/filmspalettisation/filmsplastiqueetbaches/filmsetbachesdeprotection/null,6
PDT345593,24
SkuPDT345596,8
SkuPDT01587,20
SkuPDT01210,21
PDT251580,14
PDT499617,7
PDT01143,11
PDT01142,12
OFF_FR_0895,15
PDT345609,16
PDT02275,6
OFF_FR_088,6
PDT256580,7
PDT500585,20
SkuOFF_FR_1785,10
PDT02113,16
PDT00920,15
OFF_FR_1887,19
/INTERSHOP/web/AP0/RAJAFRSite/fr_FR//EUR/ViewHeaderViewAccountIdentification,4
SkuPDT01532,61
SkuOFF_FR_1609,6
ViewCustomProductHistorySearch,8
SkuPDT01481,13
SkuPDT02291,7
ViewProductStart,13
SkuPDT01697,17
OFF_FR_1191,13
OFF_FR_2040,6
PDT00651,25
OFF_FR_9844,5
OFF_FR_15099,9
OFF_FR_1641,11
OFF_FR_9468,8
OFF_FR_9722,9
OFF_FR_9821,10
OFF_FR_9353,10
OFF_FR_9624,9
OFF_FR_9603,11
OFF_FR_1919,5
OFF_FR_452,19
OFF_FR_1241,8
OFF_FR_1212,14
C189940,7
C182020,23
SkuOFF_FR_1977,40
PDT01178,12
SkuPDT00741,17
PDT00135,10
PDT00867,11
OFF_FR_1991,14
OFF_FR_1622,17
OFF_FR_1810,14
PDT02084,15
PDT02410,22
SkuOFF_FR_1219,8
OFF_FR_0989,13
PDT01125,17
OFF_FR_15056,17
OFF_FR_1220,11
SkuPDT01308,10
PDT01953,12
C199030,31
OFF_FR_1512,9
PDT10582,4
PDT01915,13
OFF_FR_1958,17
SkuOFF_FR_404,56
PDT02309,18
OFF_FR_9572,11
OFF_FR_9760,11
PDT01279,20
SkuPDT479582,7
SkuOFF_FR_410,3
SkuPDT01217,3
SkuOFF_FR_1058,3
SkuPDT01550,13
SkuPDT02267,4
SkuPDT01126,16
SkuOFF_FR_0846,5
SkuPDT00150,7
SkuPDT00275,8
SkuOFF_FR_223,12
OFF_FR_396,4
OFF_FR_1680,3
SkuOFF_FR_304,4
SkuPDT02368,4
SkuPDT00403,16
SkuPDT00750,5
SkuPDT263582,4
SkuPDT34575,3
SkuPDT01446,3
cms_000144,3
SkuPDT00460,5
SkuOFF_FR_1735,3
PDT02426,9
SkuOFF_FR_0952,17
OFF_FR_1449,10
SkuPDT02153,13
SkuPDT266580,3
SkuPDT01897,5
PDT02435,15
PDT00412,14
cms_000013,3
SkuOFF_FR_1446,3
SkuOFF_FR_326,4
SkuPDT00759,3
SkuPDT08577,23
SkuPDT00665,6
SkuPDT220582,3
SkuPDT498582,3
OFF_FR_0962,7
SkuOFF_FR_9852,3
SkuOFF_FR_9847,3
OFF_FR_9501,6
SkuOFF_FR_9502,3
SkuOFF_FR_9850,3
SkuOFF_FR_9837,3
SkuOFF_FR_1777,16
OFF_FR_15097,5
SkuOFF_FR_1529,3
SkuOFF_FR_339,3
PDT02168,7
OFF_FR_1525,3
C9611,3
SkuOFF_FR_2027,6
SkuOFF_FR_1637,3
SkuPDT01605,6
SkuPDT02019,10
SkuOFF_FR_0710,4
SkuOFF_FR_2034,3
SkuPDT499581,3
SkuPDT01032,10
SkuPDT94578,6
SkuOFF_FR_1850,12
SkuOFF_FR_1075,5
OFF_FR_9731,7
SkuOFF_FR_1147,9
SkuOFF_FR_1258,7
SkuPDT01251,3
SkuOFF_FR_1841,3
OFF_FR_9457,15
SkuPDT02395,9
SkuPDT02261,11
SkuOFF_FR_501,3
SkuOFF_FR_9648,8
OFF_FR_500,3
SkuOFF_FR_10053,3
SkuOFF_FR_0653,3
OFF_FR_10097,6
SkuOFF_FR_9508,3
SkuOFF_FR_10047,3
OFF_FR_9887,7
SkuOFF_FR_9405,3
SkuOFF_FR_9388,7
SkuOFF_FR_9768,4
SkuOFF_FR_9968,3
OFF_FR_10044,3
SkuOFF_FR_9358,3
OFF_FR_9383,5
SkuOFF_FR_10091,3
SkuOFF_FR_9423,3
SkuOFF_FR_9698,5
SkuOFF_FR_9528,3
OFF_FR_9593,7
SkuPDT01252,7
SkuPDT02024,3
PDT02023,8
SkuPDT01118,7
PDT09589,9
SkuPDT02245,4
SkuPDT01761,3
SkuPDT00732,12
OFF_FR_1217,10
OFF_FR_15007,3
SkuOFF_FR_9804,3
SkuPDT761611,9
SkuOFF_FR_9603,11
SkuPDT00890,8
SkuOFF_FR_9472,3
SkuOFF_FR_9441,5
SkuOFF_FR_9465,4
OFF_FR_9447,7
C202580,18
SkuOFF_FR_221,3
SkuPDT01084,4
SkuOFF_FR_10093,3
OFF_FR_9627,5
SkuOFF_FR_9551,3
SkuOFF_FR_9678,6
SkuOFF_FR_9544,3
SkuOFF_FR_9491,3
OFF_FR_9533,3
SkuOFF_FR_9792,3
OFF_FR_9751,13
SkuOFF_FR_9791,3
SkuOFF_FR_9926,5
SkuOFF_FR_1097,5
SkuOFF_FR_1136,3
OFF_FR_1125,6
SkuOFF_FR_15007,5
SkuOFF_FR_1143,3
SkuPDT01784,5
OFF_FR_1120,10
SkuOFF_FR_1453,3
SkuPDT01540,5
SkuOFF_FR_0935,9
SkuOFF_FR_0791,31
SkuPDT01367,9
SkuOFF_FR_1047,4
SkuOFF_FR_1876,8
cms_000148,3
SkuOFF_FR_1899,3
SkuOFF_FR_1894,3
SkuOFF_FR_0644,6
SkuPDT00866,3
SkuOFF_FR_0641,4
SkuOFF_FR_0638,6
SkuOFF_FR_1771,3
SkuPDT00446,3
SkuPDT02481,8
SkuPDT01989,10
SkuOFF_FR_0648,4
SkuPDT27577,4
SkuOFF_FR_042,8
SkuPDT00094,3
SkuPDT00513,8
PDT345598,7
PDT345600,10
SkuPDT345600,3
SkuPDT345609,3
SkuPDT345590,3
SkuOFF_FR_0611,3
SkuPDT01162,4
SkuPDT01018,7
SkuPDT02359,12
SkuPDT01450,18
SkuPDT254582,4
SkuOFF_FR_518,11
OFF_FR_084,3
SkuPDT01892,3
SkuPDT01082,3
OFF_FR_247,3
SkuPDT01585,5
OFF_FR_0892,3
SkuPDT499617,3
SkuOFF_FR_1664,3
SkuOFF_FR_393,4
PDT257580,17
SkuOFF_FR_028,3
OFF_FR_1204,12
C198510,14
SkuOFF_FR_1150,4
SkuOFF_FR_1761,5
cms_000087,3
OFF_FR_15090,8
cms_000135,3
C9948,3
C9616,3
SkuPDT00149,9
SkuPDT01623,9
SkuPDT00985,4
SkuOFF_FR_1468,5
SkuPDT02147,3
SkuPDT02136,6
SkuPDT00744,15
SkuOFF_FR_424,60
SkuPDT00321,6
SkuPDT00106,9
SkuOFF_FR_15066,5
SkuPDT02499,6
SkuPDT01282,12
SkuPDT234583,7
SkuPDT00950,4
OFF_FR_10051,3
SkuOFF_FR_9944,8
OFF_FR_9656,8
OFF_FR_15005,7
SkuOFF_FR_183,3
SkuPDT00552,5
SkuPDT00399,6
SkuPDT00404,5
SkuPDT01728,3
SkuPDT01881,3
PDT01839,3
OFF_FR_1623,11
SkuOFF_FR_1429,6
SkuPDT00919,6
SkuPDT01516,6
PDT00171,7
SkuPDT01427,3
SkuOFF_FR_1604,8
SkuOFF_FR_9706,3
PDT00006,7
SkuPDT234590,3
SkuOFF_FR_153,18
SkuOFF_FR_9571,5
SkuOFF_FR_1511,3
SkuOFF_FR_1235,3
SkuOFF_FR_1994,5
/webapp/wcs/stores/servlet/ProductDisplay,3
PDT01664,14
SkuPDT00449,21
SkuPDT01332,9
SkuPDT01844,8
SkuPDT01882,6
SkuPDT00248,8
SkuOFF_FR_1498,7
SkuOFF_FR_1853,14
SkuPDT00613,10
PDT01221,5
C182010,10
SkuOFF_FR_0729,7
SkuPDT02385,30
OFF_FR_1480,7
SkuPDT02539,9
OFF_FR_1192,10
PDT348581,8
OFF_FR_1768,6
OFF_FR_1660,5
PDT01452,11
OFF_FR_108,10
SkuOFF_FR_1485,6
PDT34576,3
PDT00024,3
C980103,7
cms_000050,8
OFF_FR_1587,10
OFF_FR_1565,6
C119030,9
OFF_FR_1447,12
OFF_FR_1600,7
C117030,5
SkuPDT228580,10
PDT00347,7
SkuOFF_FR_186,5
C143730,5
C143750,5
PDT00855,7
SkuOFF_FR_055,13
OFF_FR_0734,11
OFF_FR_1260,5
PDT220583,8
OFF_FR_0958,12
OFF_FR_0959,10
C227550,9
OFF_FR_9860,8
OFF_FR_9856,13
C227540,7
OFF_FR_9670,6
OFF_FR_1240,4
OFF_FR_15106,11
PDT157582,5
PDT338581,19
C223015,5
C231512,4
OFF_FR_1825,14
PDT160587,11
SkuOFF_FR_0914,6
OFF_FR_543,10
OFF_FR_2034,15
SkuPDT01168,14
PDT160596,7
PDT01087,18
SkuPDT00187,14
C231115,3
OFF_FR_9649,14
OFF_FR_9866,12
OFF_FR_9696,4
OFF_FR_10019,6
OFF_FR_9975,6
OFF_FR_10076,5
OFF_FR_9999,11
PDT01106,10
OFF_FR_9372,5
OFF_FR_9958,6
OFF_FR_9953,9
OFF_FR_9421,16
OFF_FR_9633,19
OFF_FR_9434,6
OFF_FR_9437,5
SkuOFF_FR_9667,11
OFF_FR_9378,17
OFF_FR_10103,5
OFF_FR_9621,6
OFF_FR_9596,7
SkuOFF_FR_10095,11
OFF_FR_10095,16
OFF_FR_9527,8
PDT01742,11
OFF_FR_0978,10
OFF_FR_9594,9
OFF_FR_9961,5
OFF_FR_9673,7
PDT00898,13
SkuPDT00495,10
SkuPDT02467,6
OFF_FR_9322,9
OFF_FR_9324,7
PDT01760,8
OFF_FR_9924,8
OFF_FR_9475,3
OFF_FR_9472,6
OFF_FR_10077,6
OFF_FR_9636,8
OFF_FR_9583,10
OFF_FR_9560,7
OFF_FR_9471,5
OFF_FR_9700,8
OFF_FR_9620,7
OFF_FR_9582,16
OFF_FR_9444,6
SkuOFF_FR_9479,10
OFF_FR_9541,8
OFF_FR_9491,5
PDT01778,11
OFF_FR_10128,11
OFF_FR_15001,5
OFF_FR_9792,6
OFF_FR_9793,8
OFF_FR_9304,4
PDT01353,6
PDT01808,7
SkuOFF_FR_212,13
OFF_FR_10063,9
OFF_FR_9545,5
OFF_FR_9348,4
OFF_FR_1097,16
OFF_FR_9954,11
OFF_FR_0889,15
SkuOFF_FR_1792,5
OFF_FR_9592,5
PDT527580,6
OFF_FR_1454,5
OFF_FR_1464,10
OFF_FR_1457,7
SkuPDT115580,13
SkuOFF_FR_0956,12
SkuOFF_FR_307,11
PDT00734,9
SkuPDT250594,10
PDT398595,5
SkuPDT345612,14
C172020,13
SkuPDT01479,19
OFF_FR_103,13
OFF_FR_376,9
OFF_FR_489,11
PDT02106,9
OFF_FR_210,10
PDT01079,17
SkuPDT01079,7
SkuPDT01076,5
PDT499616,9
SkuPDT01584,12
PDT02341,13
OFF_FR_1080,4
SkuPDT01112,5
SkuPDT02394,3
PDT249582,8
PDT499612,10
PDT499614,9
OFF_FR_2050,4
C216020,3
C212515,3
SkuOFF_FR_075,12
SkuOFF_FR_317,8
SkuPDT02474,7
OFF_FR_9706,14
SkuOFF_FR_2011,5
OFF_FR_9840,10
OFF_FR_9962,6
OFF_FR_9868,5
OFF_FR_9819,5
OFF_FR_9771,13
OFF_FR_10021,5
OFF_FR_9339,5
OFF_FR_1859,3
PDT00945,9
OFF_FR_492,6
PDT01911,12
OFF_FR_1889,8
ViewCheckoutNewUserAddressDispatch,3
ViewCheckoutShippingStart,11
OFF_FR_9369,7
SkuOFF_FR_9582,10
ammil3((ppp'kZcZ'_k(BGM>KLAHI(p^[(P,5
OFF_FR_10115,4
C181021,8
OFF_FR_1673,5
PDT01939,11
OFF_FR_15042,5
OFF_FR_1816,9
ViewNewsLetterDispatch,5
/s://,6
SkuPDT01177,16
SkuPDT02449,18
SkuPDT01627,34
SkuPDT248580,12
SkuPDT00176,25
SkuPDT01029,19
PDT01720,14
PDT01721,6
PDT450580,7
SkuOFF_FR_1626,15
SkuOFF_FR_1430,6
OFF_FR_1630,5
SkuOFF_FR_2052,11
OFF_FR_9949,5
PDT01287,3
PDT01701,13
PDT01305,11
C199020,6
PDT234590,7
SkuOFF_FR_034,23
PDT01616,16
SkuPDT01616,8
SkuOFF_FR_164,9
OFF_FR_9571,8
OFF_FR_1514,11
SkuPDT01151,3
SkuPDT02334,3
SkuPDT01215,8
SkuPDT00236,6
SkuPDT02325,4
SkuOFF_FR_1192,6
SkuOFF_FR_1181,2
OFF_FR_1715,2
SkuPDT467582,4
SkuOFF_FR_436,4
/adhesifscerclagecollage/adhesifsemballage/rubansadhesifsemballa,2
SkuPDT01122,11
SkuOFF_FR_1768,4
SkuPDT00433,3
SkuPDT00434,7
SkuPDT00425,5
SkuPDT466582,7
SkuPDT466583,9
SkuPDT00382,2
SkuOFF_FR_396,3
PDT278580,6
SkuPDT00576,2
SkuPDT00387,4
SkuOFF_FR_154,3
SkuOFF_FR_1865,2
SkuPDT01967,5
SkuPDT02381,3
SkuPDT02507,6
SkuPDT00024,2
C9910,2
SkuOFF_FR_477,3
SkuPDT00303,3
SkuPDT116584,18
SkuPDT00458,5
SkuPDT02426,9
SkuOFF_FR_1968,6
SkuPDT04684,22
SkuOFF_FR_1874,6
SkuOFF_FR_1674,4
SkuPDT35576,3
SkuOFF_FR_004,2
SkuPDT01268,6
SkuPDT00598,3
SkuPDT00755,11
SkuPDT00640,4
PDT00623,16
SkuPDT00671,4
SkuOFF_FR_1537,4
SkuOFF_FR_15126,6
SkuPDT00656,2
SkuOFF_FR_484,8
SkuPDT498584,5
SkuPDT01945,2
SkuOFF_FR_0958,2
OFF_FR_9842,2
OFF_FR_9737,2
SkuOFF_FR_9843,2
OFF_FR_9835,2
SkuOFF_FR_9846,2
OFF_FR_9880,2
OFF_FR_9878,4
SkuOFF_FR_9878,2
SkuOFF_FR_1871,2
